aptCode,aptManage,aptName_x,aptMemo,cityCode_x,citySidoName,citySggName,equipCode,equipName,chargeCode,chargeName,aptName_y,roadAddr1,roadAddr2,cityCode_y,hbgvCode,ctznCnt,regDate,xlatlng,ylatlng
W4N000,0,당진시청,삭제엄금,W4N,충청남도,당진시,11EQUM,개별계량장비,AF,후불,,,,,,,,,
W4N001,1,한성필하우스(BM),충청남도 당진시 남부로 200,W4N,충청남도,당진시,11EQUM,개별계량장비,AF,후불,한성 필하우스,충청남도 당진시 남부로 200,"(대덕동, 한성 필하우스)",,4427010700,710,2020-07-31 14:33:12,126.6390088,36.8847198
W4N002,1,삼성쉐르빌(BM),충청남도 당진시 대호만로 23-1,W4N,충청남도,당진시,11EQUM,개별계량장비,AF,후불,삼성쉐르빌,충청남도 당진시 대호만로 23-13,"(채운동, 삼성쉐르빌)",,4427010200,625,2020-07-31 14:34:39,126.6213055,36.8967504
W4N003,1,당진우강송산LH행복주택(BM),충청남도 당진시 우강면 송산리 689,W4N,충청남도,당진시,11EQUM,개별계량장비,AF,후불,당진우강송산LH행복주택(BM),우강면 송산리 689,,,,254,2020-09-09 09:40:43,126.7743764,36.8130897
W4N004,1,중흥S클래스파크힐아파트,041-358-8651,W4N,충청남도,당진시,11EQUM,개별계량장비,AF,후불,중흥s클래스,충청남도 당진시 대덕1로 102-15,"(대덕동, 중흥s클래스)",,4427010700,482,2020-12-07 14:15:54,126.6429385,36.8813096
W4NFFF,999,해당없음,삭제엄금,W4N,충청남도,당진시,11EQUM,개별계량장비,AF,후불,,,,,,,,,
